title,author,category,pub_date,link,description
هزة أرضية بشدة 2ر3 درجات بولاية المدية,ameur.log@aps.dz (Boussadia fouzia),جهـوي,"Wed, 19 Mar 2025 16:49:46 +0100",https://www.aps.dz/ar/regions/177359-2-3,"الجزائر - سجلت اليوم الأربعاء في حدود الساعة الثالثة زوالا و 23 دقيقة, هزة أرضية بلغت شدتها2 ر 3 درجات على سلم ريشتر بولاية المدية, حسب ما أفاد به بيان لمركز البحث في علم الفلك و الفيزياء الفلكية و الجيوفيزياء."
فرنسا ترفض تسليم عبد السلام بوشوارب.. هكذا ردّت الجزائر,N/A,الوطني,"Thu, 20 Mar 2025 18:04:57 +0000",https://www.ennaharonline.com/%d9%81%d8%b1%d9%86%d8%b3%d8%a7-%d8%aa%d8%b1%d9%81%d8%b6-%d8%aa%d8%b3%d9%84%d9%8a%d9%85-%d8%b9%d8%a8%d8%af-%d8%a7%d9%84%d8%b3%d9%84%d8%a7%d9%85-%d8%a8%d9%88%d8%b4%d9%88%d8%a7%d8%b1%d8%a8-%d9%87%d9%83/,أعلنت وزارة الشؤون الخارجية، أن الحكومة الجزائرية أخذت علما بقرار القضاء الفرنسي رفض طلب تسليم عبد السلام بوشوارب. الذي أدانه القضاء الجزائري في عدد من قضايا الفساد والاختلاس واستغلال النفوذ التي كبدت الخزينة العمومية الجزائرية خسائر معتبرة. وحسب بيان لوزارة الشؤون الخارجية، فإنه ودون الإخلال بحقها المشروع في اللجوء إلى سبل الانتصاف القانونية الأخرى الممكنة.، […]
نسبة جاهزية موزعات البريد الآلية بلغت 96 بالمائة عبر الوطن,N/A,الوطني,"Thu, 20 Mar 2025 17:01:54 +0000",https://www.ennaharonline.com/%d9%86%d8%b3%d8%a8%d8%a9-%d8%ac%d8%a7%d9%87%d8%b2%d9%8a%d8%a9-%d9%85%d9%88%d8%b2%d8%b9%d8%a7%d8%aa-%d8%a7%d9%84%d8%a8%d8%b1%d9%8a%d8%af-%d8%a7%d9%84%d8%a2%d9%84%d9%8a%d8%a9-%d8%a8%d9%84%d8%ba%d8%aa-96/,كشف وزير البريد والمواصلات السلكية واللاسلكية سيد على زروقي. أن نسبة جاهزية الموزعات الآلية عبر الوطن بلغت خلال الشهرين الأخيرين 96 بالمائة. وأضاف وزير البريد خلال رده على أسئلة نواب المجلس الشعبي الوطني، أن نسبة جاهزية الموزعات الآلية قد بلغت 96 بالمائة. وهي القفزة النوعية التي تحققت بفضل جملة من الاجراءات أهمها توفير 357 موزعا […]
الجوية الجزائرية توقع مذكرة تفاهم إستراتيجية مع “جازي” للإتصالات,N/A,الوطني,"Thu, 20 Mar 2025 16:52:57 +0000",https://www.ennaharonline.com/%d8%a7%d9%84%d8%ac%d9%88%d9%8a%d8%a9-%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1%d9%8a%d8%a9-%d8%aa%d9%88%d9%82%d8%b9-%d9%85%d8%b0%d9%83%d8%b1%d8%a9-%d8%aa%d9%81%d8%a7%d9%87%d9%85-%d8%a5%d8%b3%d8%aa/,وقعت شركة الخطوط الجوية الجزائرية، على مذكرة تفاهم إستراتيجية مع شركة جازي للاتصالات تهدف إلى تطوير شراكة مثمرة في مجالات متعددة ذات الاهتمام المشترك و ذلك في إطار تعزيز التعاون بين المؤسسات الوطنية. وجرت مراسم التوقيع خلال حفل أقيم بالمقر المركزي للخطوط الجوية الجزائرية “سعيد آيت مسعودان”. حيث وقع على المذكرة كل من الرئيس المدير […]
برمجة فتح الرحلات عبر “البوابة الجزائرية للحج” وتطبيق “ركب الحجيج”,N/A,الوطني,"Thu, 20 Mar 2025 16:39:40 +0000",https://www.ennaharonline.com/%d8%a8%d8%b1%d9%85%d8%ac%d8%a9-%d9%81%d8%aa%d8%ad-%d8%a7%d9%84%d8%b1%d8%ad%d9%84%d8%a7%d8%aa-%d8%b9%d8%a8%d8%b1-%d8%a7%d9%84%d8%a8%d9%88%d8%a7%d8%a8%d8%a9-%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1/,كشف الديوان الوطني للحج والعمرة، عن برمجة فتح الرحلات عبر البوابة الجزائرية للحج. وتطبيق “ركب الحجيج” لحساب موسم الحج 1446هـ 2025 م. وحسب بيان للديوان، أشار من خلاله إلى أن الديوان الوطني للحج والعمرة، وبالتنسيق مع الخطوط الجوية الجزائرية. ينهي إلى علم الحجاج الميامين أنه تم برمجة فتح الرحلات عبر “البوابة الجزائرية للحج” وتطبيق “ركب […]
وكالة عدل تُفنّد الأخبار المتداولة عبر مواقع التواصل الإجتماعي,N/A,الوطني,"Thu, 20 Mar 2025 16:33:39 +0000",https://www.ennaharonline.com/%d9%88%d9%83%d8%a7%d9%84%d8%a9-%d8%b9%d8%af%d9%84-%d8%aa%d9%8f%d9%81%d9%86%d9%91%d8%af-%d8%a7%d9%84%d8%a3%d8%ae%d8%a8%d8%a7%d8%b1-%d8%a7%d9%84%d9%85%d8%aa%d8%af%d8%a7%d9%88%d9%84%d8%a9-%d8%b9%d8%a8/,أعلنت وكالة “عدل”، عن إنتشار أخبار كاذبة عبر مواقع التواصل الإجتماعي مفادها أن صفحة الويب محظورة ولا يمكن تصفحها. ونشرت وكالة “عدل” بيانا عبر صفحتها الرسمية على “الفايسبوك”. بأنها ستتابع قضائيا كل مروّجي هذه الأخبار الكاذبة والمغلوطة على مختلف مواقع التواصل الإجتماعي.
مولودية الجزائر تفوز بسداسية في ثاني ودية لها أمام شبيبة الشراقة,N/A,الرياضة,"Thu, 20 Mar 2025 16:20:05 +0000",https://www.ennaharonline.com/%d9%85%d9%88%d9%84%d9%88%d8%af%d9%8a%d8%a9-%d8%a7%d9%84%d8%ac%d8%b2%d8%a7%d8%a6%d8%b1-%d8%aa%d9%81%d9%88%d8%b2-%d8%a8%d8%b3%d8%af%d8%a7%d8%b3%d9%8a%d8%a9-%d9%81%d9%8a-%d8%ab%d8%a7%d9%86%d9%8a-%d9%88/,حقق فريق مولودية الجزائر، أمس الأربعاء، فوز ساحق، في المباراة الودية التحضيرية التي جمعتهم بفريق شبيبة الشراقة. وتمكن أشبال المدرب خالد بن يحي، من تحقيق الفوز في هذا اللقاء التحضيري، بنتيجة سداسية كاملة، مقابل ثلاثة أهداف. وتداول على تسجيل أهداف المولودية، كل من بانغورا، الذي سجل ثنائية، شأنه شأن زميله بوسعيد، بالإضافة لهدف لكل من […]
المسيلة: إحباط ترويج أكثر من 12 ألف “محيرقة” ببوسعادة,N/A,أخبار الجزائر,"Thu, 20 Mar 2025 16:18:44 +0000",https://www.ennaharonline.com/%d8%a7%d9%84%d9%85%d8%b3%d9%8a%d9%84%d8%a9-%d8%a5%d8%ad%d8%a8%d8%a7%d8%b7-%d8%aa%d8%b1%d9%88%d9%8a%d8%ac-%d8%a3%d9%83%d8%ab%d8%b1-%d9%85%d9%86-12-%d8%a3%d9%84%d9%81-%d9%85%d8%ad%d9%8a%d8%b1%d9%82/,"تمكنت مصالح أمن دائرة بوسعادة التابعة لأمن ولاية المسيلة من حجز 12,196 وحدة من المفرقعات والألعاب النارية بمختلف الأنواع والأحجام. وجاءت هذه العملية الأمنية في إطار الجهود المبذولة لمحاربة ظاهرة بيع المفرقعات والألعاب النارية والحد من مخاطرها. وخلال دوريات راجلة لعناصر الشرطة في قطاع الاختصاص. حيث رصدوا شخصًا يعرض هذه المواد المحظورة للبيع في الطريق […]"
البليدة: توقيف شاب نشر محتوى تحريضي عبر “الفايسبوك”,N/A,أخبار الجزائر,"Thu, 20 Mar 2025 16:00:57 +0000",https://www.ennaharonline.com/%d8%a7%d9%84%d8%a8%d9%84%d9%8a%d8%af%d8%a9-%d8%aa%d9%88%d9%82%d9%8a%d9%81-%d8%b4%d8%a7%d8%a8-%d9%86%d8%b4%d8%b1-%d9%85%d8%ad%d8%aa%d9%88%d9%89-%d8%aa%d8%ad%d8%b1%d9%8a%d8%b6%d9%8a-%d8%b9%d8%a8%d8%b1/,تمكنت الشرطة القضائية بأمن ولاية البليدة من توقيف شاب في العقد الثالث من العمر، على خلفية نشره مقاطع فيديو تتضمن التحريض عبر مواقع التواصل الإجتماعي. العملية جاءت على إثر الأحداث التي رافقت المباراة الكروية التي جمعت بين فريقي إتحاد الحراش ومستقبل الرويسات. حيث انتشرت عبر منصات التواصل الإجتماعي مقاطع فيديو تتضمن خطابات تحريضية تدعو إلى العنف […]
بداري: إنشاء 50 مؤسسة مصغرة للمساهمة في الاقتصاد الوطني,N/A,الوطني,"Thu, 20 Mar 2025 15:40:06 +0000",https://www.ennaharonline.com/%d8%a8%d8%af%d8%a7%d8%b1%d9%8a-%d8%a5%d9%86%d8%b4%d8%a7%d8%a1-50-%d9%85%d8%a4%d8%b3%d8%b3%d8%a9-%d9%85%d8%b5%d8%ba%d8%b1%d8%a9-%d9%84%d9%84%d9%85%d8%b3%d8%a7%d9%87%d9%85%d8%a9-%d9%81%d9%8a-%d8%a7/,قال وزير التعليم العالي والبحث العلمي، كمال بداري، يوم الخميس بالجزائر العاصمة، بأن جامعة الجزائر 3 تمكنت من إنشاء 50 مؤسسة مصغرة. متوقعا إرتفاع عددها إلى 150 مؤسسة مع نهاية السنة الحالية. وأضاف بداري في تصريح له على هامش زيارة تفقدية قادته إلى مختلف الهياكل التابعة لجامعة الجزائر 3. أن هذه الأخيرة تمكنت من استحداث […]
الرئيس تبون يهنئ قيس سعيد بمناسبة الذكرى الـ60 لعيد إستقلال تونس,N/A,الوطني,"Thu, 20 Mar 2025 15:25:28 +0000",https://www.ennaharonline.com/%d8%a7%d9%84%d8%b1%d8%a6%d9%8a%d8%b3-%d8%aa%d8%a8%d9%88%d9%86-%d9%8a%d9%87%d9%86%d8%a6-%d9%82%d9%8a%d8%b3-%d8%b3%d8%b9%d9%8a%d8%af-%d8%a8%d9%85%d9%86%d8%a7%d8%b3%d8%a8%d8%a9-%d8%a7%d9%84%d8%b0%d9%83/,هنأ اليوم الخميس، رئيس الجمهورية عبد المجيد تبون في مكالمة هاتفية أخاه رئيس الجمهورية التونسية الشقيقة، قيس سعيد. بمناسبة إحتفال الشعب التونسي الشقيق بالذكرى التاسعة والستين لعيد الإستقلال. وحسب بيان لرئاسة الجمهورية، فقد عبّر الرئيسان عن إرتياحهما لمستوى العلاقات الممتازة، الذي بلغه البلدان في السنوات الأخيرة. وتبادلا التهاني أيضا بمناسبة الشهر الفضيل، متمنيين للشعبين الشقيقين […]
"Le Centre de l’Union Africaine pour la Lutte contre le Terrorisme (AUCTC/CUACT), avec le soutien du CICR (Comité International de la Croix-Rouge)",N/A,FEATURED ARTICLES,"Sun, 23 Feb 2025 16:47:17 +0000",https://www.caert.org.dz/2025/02/23/le-centre-de-lunion-africaine-pour-la-lutte-contre-le-terrorisme-auctc-cuact-avec-le-soutien-du-cicr-comite-international-de-la-croix-rouge/,N/A
Le Centre africain d’étude et de recherche sur le terrorisme (ACSRT) et le Comité international de la Croix-Rouge (CICR),N/A,RECENT NEWS & EVENTS,"Mon, 04 Mar 2024 12:00:31 +0000",https://www.caert.org.dz/2024/03/04/le-centre-africain-detude-et-de-recherche-sur-le-terrorisme-acsrt-et-le-comite-international-de-la-croix-rouge-cicr/,N/A
"The Horn of Africa is currently facing with multidimensional challenges with critical impacts on the political, military, economic and social domains. Intra- and inter-state conflicts, terrorism, economic decline, food insecurity and migration are among the most significant challenges affecting the region.",N/A,MEDIA REVIEW,"Thu, 01 Feb 2024 10:00:34 +0000",https://www.caert.org.dz/2024/02/01/the-horn-of-africa-is-currently-facing-with-multidimensional-challenges-with-critical-impacts-on-the-political-military-economic-and-social-domains-intra-and-inter-state-conflicts-terrorism-econ/,N/A
"Le Département des affaires politiques, de la paix et de la sécurité de la Commission de l’Union africaine à travers la Division de la médiation et du dialogue.",N/A,FEATURED ARTICLES,"Thu, 01 Feb 2024 09:50:37 +0000",https://www.caert.org.dz/2024/02/01/le-departement-des-affaires-politiques-de-la-paix-et-de-la-securite-de-la-commission-de-lunion-africaine-a-travers-la-division-de-la-mediation-et-du-dialogue/,N/A
Le Centre africain d’étude et de recherche sur le terrorisme (ACSRT) et l’ambassade d’Allemagne ont tenu une table ronde commune sur la menace du terrorisme et de l’extrémisme violent.,N/A,African Journal on Terrorism,"Thu, 01 Feb 2024 08:45:44 +0000",https://www.caert.org.dz/2024/02/01/le-centre-africain-detude-et-de-recherche-sur-le-terrorisme-acsrt-et-lambassade-dallemagne-ont-tenu-une-table-ronde-commune-sur-la-menace-du-terrorisme-et-de-lextremisme-violent/,N/A
"TERRORISMINAFRICA: African Terrorism Bulletin, a bi-weekly compilation and analysis of terrorism incidents in Africa reveals 476 terrorism deaths from 75 terrorist attacks for the second half of June 2019.",N/A,MEDIA REVIEW,"Thu, 04 Jan 2024 11:36:19 +0000",https://www.caert.org.dz/2024/01/04/terrorisminafrica-african-terrorism-bulletin-a-bi-weekly-compilation-and-analysis-of-terrorism-incidents-in-africa-reveals-476-terrorism-deaths-from-75-terrorist-attacks-for-the-second-half-of-june/,N/A
"The Romanian Ambassador to Algeria, H.E. Mr. Gruia Jacota, together with participants of the International Training Course on “Post-Conflict Stabilization and Reconstruction Support for the Sahel",N/A,FEATURED ARTICLES,"Mon, 01 Jan 2024 23:33:36 +0000",https://www.caert.org.dz/2024/01/02/the-romanian-ambassador-to-algeria-h-e-mr-gruia-jacota-together-with-participants-of-the-international-training-course-on-post-conflict-stabilization-and-reconstruction-support-for-the-sahel/,N/A
"The African Centre for the Study and Research on Terrorism – ACSRT in partnership with two other African Union institutions namely; the Mediation and Dialogue Division (MDD) within the Political Affairs, Peace and Security Department (PAPS) and African Union Mission for Mali and the Sahel (MISAHEL) with the support of Cabinet ESEN organised a Roundtable discussion on Alternative Approaches of Countering Terrorism and Preventing Violent Extremism in the Sahel and West Africa.",N/A,RECENT NEWS & EVENTS,"Mon, 01 Jan 2024 23:31:54 +0000",https://www.caert.org.dz/2024/01/02/the-african-centre-for-the-study-and-research-on-terrorism-acsrt-in-partnership-with-two-other-african-union-institutions-namely-the-mediation-and-dialogue-division-mdd-within-the-political-affai/,N/A
"Today, The African Centre for the Study and Research on Terrorism – ACSRT welcomed a visit from Ms Mariana Llorens Zabala , a researcher at the Norwegian Institute of International Affairs (NUPI) in Oslo, Norway.",N/A,FEATURED ARTICLES,"Mon, 01 Jan 2024 23:24:20 +0000",https://www.caert.org.dz/2024/01/02/today-the-african-centre-for-the-study-and-research-on-terrorism-acsrt-welcomed-a-visit-from-ms-mariana-llorens-zabala-a-researcher-at-the-norwegian-institute-of-international-affairs-nupi-in-o/,N/A
The African Union (AU) Commission on Tuesday expressed deep concern over sustained financing of terrorist activities in Africa,N/A,Analysis,"Mon, 01 Jan 2024 23:21:44 +0000",https://www.caert.org.dz/2024/01/02/the-african-union-au-commission-on-tuesday-expressed-deep-concern-over-sustained-financing-of-terrorist-activities-in-africa/,N/A
حضرموت.. البرنامج السعودي لإعمار اليمن يعيد تأهيل منفذ الوديعة,N/A,N/A,"Thu, 20 Mar 2025 23:21:00 +0300",https://www.alyaum.com/articles/6585075/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B9%D8%B1%D8%A8/%D8%AD%D8%B6%D8%B1%D9%85%D9%88%D8%AA-%D8%A7%D9%84%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A-%D9%84%D8%A5%D8%B9%D9%85%D8%A7%D8%B1-%D8%A7%D9%84%D9%8A%D9%85%D9%86-%D9%8A%D8%B9%D9%8A%D8%AF-%D8%AA%D8%A3%D9%87%D9%8A%D9%84-%D9%85%D9%86%D9%81%D8%B0-%D8%A7%D9%84%D9%88%D8%AF%D9%8A%D8%B9%D8%A9,N/A
أمين الأمم المتحدة: إقامة دولة فلسطينية السبيل الوحيد للسلام,N/A,N/A,"Thu, 20 Mar 2025 23:19:00 +0300",https://www.alyaum.com/articles/6585076/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85/%D8%A3%D9%85%D9%8A%D9%86-%D8%A7%D9%84%D8%A3%D9%85%D9%85-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9-%D8%A5%D9%82%D8%A7%D9%85%D8%A9-%D8%AF%D9%88%D9%84%D8%A9-%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9-%D8%A7%D9%84%D8%B3%D8%A8%D9%8A%D9%84-%D8%A7%D9%84%D9%88%D8%AD%D9%8A%D8%AF-%D9%84%D9%84%D8%B3%D9%84%D8%A7%D9%85,N/A
خططوا لنقل متفجرات.. اعتقال 3 إرهابيين في الصومال,N/A,N/A,"Thu, 20 Mar 2025 23:03:00 +0300",https://www.alyaum.com/articles/6585068/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85/%D8%AE%D8%B7%D8%B7%D9%88%D8%A7-%D9%84%D9%86%D9%82%D9%84-%D9%85%D8%AA%D9%81%D8%AC%D8%B1%D8%A7%D8%AA-%D8%A7%D8%B9%D8%AA%D9%82%D8%A7%D9%84-3-%D8%A5%D8%B1%D9%87%D8%A7%D8%A8%D9%8A%D9%8A%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%B5%D9%88%D9%85%D8%A7%D9%84,N/A
مكة المكرمة.. اعتماد 167 مسجداً إضافياً لإقامة صلاتي الجمعة والعيد,N/A,N/A,"Thu, 20 Mar 2025 23:00:00 +0300",https://www.alyaum.com/articles/6585069/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D9%85%D9%83%D8%A9-%D8%A7%D9%84%D9%85%D9%83%D8%B1%D9%85%D8%A9-%D8%A7%D8%B9%D8%AA%D9%85%D8%A7%D8%AF-167-%D9%85%D8%B3%D8%AC%D8%AF%D8%A7-%D8%A5%D8%B6%D8%A7%D9%81%D9%8A%D8%A7-%D9%84%D8%A5%D9%82%D8%A7%D9%85%D8%A9-%D8%B5%D9%84%D8%A7%D8%AA%D9%8A-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D9%8A%D8%AF,N/A
"الرئيس التنفيذي لـ ""جودة الحياة"": نعمل على جعل مكة نموذجًا عالميًا",N/A,N/A,"Thu, 20 Mar 2025 22:54:00 +0300",https://www.alyaum.com/articles/6585072/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3-%D8%A7%D9%84%D8%AA%D9%86%D9%81%D9%8A%D8%B0%D9%8A-%D9%84-%D8%AC%D9%88%D8%AF%D8%A9-%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9-%D9%86%D8%B9%D9%85%D9%84-%D8%B9%D9%84%D9%89-%D8%AC%D8%B9%D9%84-%D9%85%D9%83%D8%A9-%D9%86%D9%85%D9%88%D8%B0%D8%AC%D8%A7-%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A7,N/A
مسؤولة أوروبية تدعو لدعم الجيش الأوكراني بـ 5 مليارات يورو,N/A,N/A,"Thu, 20 Mar 2025 22:38:00 +0300",https://www.alyaum.com/articles/6585067/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85/%D9%85%D8%B3%D8%A4%D9%88%D9%84%D8%A9-%D8%A3%D9%88%D8%B1%D9%88%D8%A8%D9%8A%D8%A9-%D8%AA%D8%AF%D8%B9%D9%88-%D9%84%D8%AF%D8%B9%D9%85-%D8%A7%D9%84%D8%AC%D9%8A%D8%B4-%D8%A7%D9%84%D8%A3%D9%88%D9%83%D8%B1%D8%A7%D9%86%D9%8A-%D8%A8-5-%D9%85%D9%84%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D9%8A%D9%88%D8%B1%D9%88,N/A
"الرياض.. ""بازار ريف"" يواصل عروضه التراثية في أجواء رمضانية",N/A,N/A,"Thu, 20 Mar 2025 22:38:00 +0300",https://www.alyaum.com/articles/6585066/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D9%85%D9%86%D9%88%D8%B9%D8%A7%D8%AA/%D8%A7%D9%84%D8%B1%D9%8A%D8%A7%D8%B6-%D8%A8%D8%A7%D8%B2%D8%A7%D8%B1-%D8%B1%D9%8A%D9%81-%D9%8A%D9%88%D8%A7%D8%B5%D9%84-%D8%B9%D8%B1%D9%88%D8%B6%D9%87-%D8%A7%D9%84%D8%AA%D8%B1%D8%A7%D8%AB%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A3%D8%AC%D9%88%D8%A7%D8%A1-%D8%B1%D9%85%D8%B6%D8%A7%D9%86%D9%8A%D8%A9,N/A
منظمة الصحة العالمية تدعو لتمويل الاستجابة لمكافحة السل,N/A,N/A,"Thu, 20 Mar 2025 22:37:00 +0300",https://www.alyaum.com/articles/6585065/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85/%D9%85%D9%86%D8%B8%D9%85%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%B9%D8%A7%D9%84%D9%85%D9%8A%D8%A9-%D8%AA%D8%AF%D8%B9%D9%88-%D9%84%D8%AA%D9%85%D9%88%D9%8A%D9%84-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%AC%D8%A7%D8%A8%D8%A9-%D9%84%D9%85%D9%83%D8%A7%D9%81%D8%AD%D8%A9-%D8%A7%D9%84%D8%B3%D9%84,N/A
معلمون وأطباء وممرضون.. ارتفاع الضحايا الأمميين في غزة إلى 284,N/A,N/A,"Thu, 20 Mar 2025 22:11:00 +0300",https://www.alyaum.com/articles/6585060/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D8%B9%D8%B1%D8%A8/%D9%85%D8%B9%D9%84%D9%85%D9%88%D9%86-%D9%88%D8%A3%D8%B7%D8%A8%D8%A7%D8%A1-%D9%88%D9%85%D9%85%D8%B1%D8%B6%D9%88%D9%86-%D8%A7%D8%B1%D8%AA%D9%81%D8%A7%D8%B9-%D8%A7%D9%84%D8%B6%D8%AD%D8%A7%D9%8A%D8%A7-%D8%A7%D9%84%D8%A3%D9%85%D9%85%D9%8A%D9%8A%D9%86-%D9%81%D9%8A-%D8%BA%D8%B2%D8%A9-%D8%A5%D9%84%D9%89-284,N/A
طقس المملكة.. أمطار متباينة الشدة وزخات من البرد على الباحة,N/A,N/A,"Thu, 20 Mar 2025 22:06:00 +0300",https://www.alyaum.com/articles/6585058/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%B7%D9%82%D8%B3-%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A3%D9%85%D8%B7%D8%A7%D8%B1-%D9%85%D8%AA%D8%A8%D8%A7%D9%8A%D9%86%D8%A9-%D8%A7%D9%84%D8%B4%D8%AF%D8%A9-%D9%88%D8%B2%D8%AE%D8%A7%D8%AA-%D9%85%D9%86-%D8%A7%D9%84%D8%A8%D8%B1%D8%AF-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D8%A7%D8%AD%D8%A9,N/A
التهجد بالحرم المكي تبدأ 12:30 منتصف الليل.. وختم القرآن ليلة 29,N/A,N/A,"Thu, 20 Mar 2025 22:06:00 +0300",https://www.alyaum.com/articles/6585057/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D8%A7%D9%84%D9%85%D9%85%D9%84%D9%83%D8%A9-%D8%A7%D9%84%D9%8A%D9%88%D9%85/%D8%A7%D9%84%D8%AA%D9%87%D8%AC%D8%AF-%D8%A8%D8%A7%D9%84%D8%AD%D8%B1%D9%85-%D8%A7%D9%84%D9%85%D9%83%D9%8A-%D8%AA%D8%A8%D8%AF%D8%A3-1230-%D9%85%D9%86%D8%AA%D8%B5%D9%81-%D8%A7%D9%84%D9%84%D9%8A%D9%84-%D9%88%D8%AE%D8%AA%D9%85-%D8%A7%D9%84%D9%82%D8%B1%D8%A2%D9%86-%D9%84%D9%8A%D9%84%D8%A9-29,N/A
مستشفيات وعيادات دلّه تعلن عن مواعيد العمل خلال أيام عيد الفطر المبارك.. والطوارئ والصيدليات على مدار الساعة,N/A,N/A,"Thu, 20 Mar 2025 21:37:00 +0300",https://www.alyaum.com/articles/6585053/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D9%85%D9%86%D9%88%D8%B9%D8%A7%D8%AA/%D9%85%D8%B3%D8%AA%D8%B4%D9%81%D9%8A%D8%A7%D8%AA-%D9%88%D8%B9%D9%8A%D8%A7%D8%AF%D8%A7%D8%AA-%D8%AF%D9%84%D9%87-%D8%AA%D8%B9%D9%84%D9%86-%D8%B9%D9%86-%D9%85%D9%88%D8%A7%D8%B9%D9%8A%D8%AF-%D8%A7%D9%84%D8%B9%D9%85%D9%84-%D8%AE%D9%84%D8%A7%D9%84-%D8%A3%D9%8A%D8%A7%D9%85-%D8%B9%D9%8A%D8%AF-%D8%A7%D9%84%D9%81%D8%B7%D8%B1-%D8%A7%D9%84%D9%85%D8%A8%D8%A7%D8%B1%D9%83-%D9%88%D8%A7%D9%84%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D9%88%D8%A7%D9%84%D8%B5%D9%8A%D8%AF%D9%84%D9%8A%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D9%85%D8%AF%D8%A7%D8%B1-%D8%A7%D9%84%D8%B3%D8%A7%D8%B9%D8%A9,N/A
مجموعة مايديا وشاكر تعززان شراكتهما الاستراتيجية وتطلقان حملة 'لحظات مايديا' في السعودية,N/A,N/A,"Thu, 20 Mar 2025 21:37:00 +0300",https://www.alyaum.com/articles/6585052/%D8%A7%D9%84%D8%A3%D8%AE%D8%A8%D8%A7%D8%B1/%D9%85%D9%86%D9%88%D8%B9%D8%A7%D8%AA/%D9%85%D8%AC%D9%85%D9%88%D8%B9%D8%A9-%D9%85%D8%A7%D9%8A%D8%AF%D9%8A%D8%A7-%D9%88%D8%B4%D8%A7%D9%83%D8%B1-%D8%AA%D8%B9%D8%B2%D8%B2%D8%A7%D9%86-%D8%B4%D8%B1%D8%A7%D9%83%D8%AA%D9%87%D9%85%D8%A7-%D8%A7%D9%84%D8%A7%D8%B3%D8%AA%D8%B1%D8%A7%D8%AA%D9%8A%D8%AC%D9%8A%D8%A9-%D9%88%D8%AA%D8%B7%D9%84%D9%82%D8%A7%D9%86-%D8%AD%D9%85%D9%84%D8%A9-%D9%84%D8%AD%D8%B8%D8%A7%D8%AA-%D9%85%D8%A7%D9%8A%D8%AF%D9%8A%D8%A7-%D9%81%D9%8A-%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9,N/A
